Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
123522642,Last Licks (Starship for Sale #10),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.60,,Kindle Edition,366,2023,2023,,2024/09/14,,,read,,,,1,0
137502835,Fantastical,Neal Asher,"Asher, Neal",,"=""""","=""""",5,4.03,,Kindle Edition,463,2023,,,2024/09/14,,,read,,,,1,0
62869875,"Fractal Noise (Fractalverse, #0)",Christopher Paolini,"Paolini, Christopher",,"=""""","=""""",5,3.44,Tor Books,Kindle Edition,265,2023,2023,,2024/09/14,,,read,,,,1,0
59058716,"ReDawn (Skyward, #2.2)",Brandon Sanderson,"Sanderson, Brandon",Janci Patterson,"=""0593566629""","=""""",5,4.18,Delacorte Press,Kindle Edition,229,2021,2021,,2024/09/14,,,read,,,,1,0
59058717,"Evershore (Skyward, #3.1)",Brandon Sanderson,"Sanderson, Brandon",Janci Patterson,"=""0593566637""","=""""",5,4.37,Delacorte Press,Kindle Edition,234,2021,2021,,2024/09/14,,,read,,,,1,0
59050497,"Sunreach (Skyward, #2.1)",Brandon Sanderson,"Sanderson, Brandon",Janci Patterson,"=""0593566610""","=""""",5,4.16,Delacorte Press,Kindle Edition,208,2021,2021,,2024/09/14,,,read,,,,1,0
10836238,Memory (Inverted Frontier),Linda Nagata,"Nagata, Linda",,"=""0983110085""","=""""",5,3.89,Mythic Island Press LLC,Kindle Edition,398,2011,2003,,2024/09/14,,,read,,,,1,0
134119285,The Culture: The Drawings,Iain M. Banks,"Banks, Iain M.",,"=""031657287X""","=""9780316572873""",5,4.01,Orbit,Hardcover,146,2023,,,2024/09/14,,,read,,,,1,0
61128835,"Needle (Inverted Frontier, #3)",Linda Nagata,"Nagata, Linda",,"=""1937197417""","=""9781937197414""",5,4.27,Mythic Island Press LLC,Kindle Edition,422,2022,2022,,2024/09/14,,,read,,,,1,0
199422517,"Generative AI - fantasy dictonary: An experiment in code, content and product with chatGTP and stable diffusion",Charles Watkins,"Watkins, Charles",,"=""""","=""""",5,0.0,,Kindle Edition,111,2023,,,2024/09/14,,,read,,,,1,0
198206656,The House of Saints (Venus Ascendant #2),Derek Künsken,"Künsken, Derek",,"=""1786188694""","=""9781786188694""",5,4.38,Solaris,ebook,421,2023,2023,,2024/09/14,,,read,,,,1,0
53865937,The House of Styx (Venus Ascendant Book 1),Derek Künsken,"Künsken, Derek",,"=""178618320X""","=""9781786183200""",5,3.86,Solaris,Kindle Edition,332,2020,2020,,2024/09/14,,,read,,,,1,0
528693,Physics for Game Developers,David M. Bourg,"Bourg, David M.",,"=""0596000065""","=""9780596000066""",5,3.52,O'Reilly Media,Paperback,336,2001,2001,,2024/09/14,,,read,,,,1,0
135083893,Edge of Time: A Time Travel Novel (Quantum Convergence Series Book 1),David  Darling,"Darling, David",,"=""""","=""""",5,4.31,,Kindle Edition,389,2023,,,2024/09/14,,,read,,,,1,0
212008532,Starship For Rent 3,M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.54,,Kindle Edition,344,2024,,,2024/09/14,,,read,,,,1,0
200298307,The FPGA Programming Handbook: An essential guide to FPGA design for transforming ideas into hardware using SystemVerilog and VHDL,Frank Bruno,"Bruno, Frank",Guy Eschemann,"=""1805125591""","=""9781805125594""",0,0.0,Packt Publishing,Paperback,550,2024,,,2024/09/14,,,read,,,,1,0
125127187,"Build your own Programming Language - Second Edition: A programmer's guide to designing compilers, interpreters, and DSLs for modern computing problems",Clinton L. Jeffery,"Jeffery, Clinton L.",,"=""1804618020""","=""9781804618028""",0,0.0,Packt Publishing,Paperback,556,2024,,,2024/09/14,,,read,,,,1,0
26042767,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",0,4.18,Harper Voyager,Kindle Edition,423,2015,2014,,2024/09/14,to-read,to-read (#1),to-read,,,,0,0
8140432,"The Neutronium Alchemist (Night's Dawn, #2)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""""","=""""",0,4.27,,Kindle Edition,1137,2009,1997,2024/08/21,2024/06/30,,,read,,,,1,0
198513511,The Bound Worlds (The Devoured Worlds #3),Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""031629179X""","=""9780316291798""",0,4.20,Orbit,Kindle Edition,590,2024,2024,,2024/06/30,currently-reading,currently-reading (#65),currently-reading,,,,1,0
8161932,"The Naked God (Night's Dawn, #3)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""""","=""""",0,4.22,,Kindle Edition,1364,,1999,,2024/06/12,currently-reading,currently-reading (#64),currently-reading,,,,1,0
213870305,Starship For Rent 4,M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.61,,Kindle Edition,289,2024,,,2024/06/12,currently-reading,currently-reading (#63),currently-reading,,,,1,0
11281977,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""""","=""""",0,4.13,Orbit,Kindle Edition,1121,2008,1996,,2024/06/05,currently-reading,currently-reading (#62),currently-reading,,,,1,0
204210779,Jenny Trapdoor,Neal Asher,"Asher, Neal",,"=""""","=""""",0,4.39,,Kindle Edition,171,2023,,2024/06/05,2024/05/25,,,read,,,,1,0
210236911,Edge of Eternity: A Time Travel Novel (Quantum Convergence Series Book 2),David  Darling,"Darling, David",,"=""""","=""""",0,4.41,David Darling Books,Kindle Edition,460,2024,,2024/05/25,2024/05/22,,,read,,,,1,0
201734463,Entangled In Time: A Jason Falcone Technothriller,Lynn M Jakobs,"Jakobs, Lynn M",,"=""""","=""""",5,4.40,,Kindle Edition,298,2023,,2024/04/26,2024/04/10,,,read,,,,1,0
201995715,"Ghost in the Machine: a high tech, hard science fiction technothriller",Marcus Whitnell,"Whitnell, Marcus",,"=""1739527313""","=""9781739527310""",0,4.20,Angry Android,Kindle Edition,317,2023,,2024/05/16,2024/04/26,,,read,,,,1,0
209838166,Starship For Rent 2,M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.45,,Kindle Edition,312,2024,,2024/04/09,2024/04/01,,,read,,,,1,0
207616598,Starship For Rent,M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.16,,Kindle Edition,370,2024,,2024/04/01,2024/03/22,,,read,,,,1,0
205218626,Blade (Inverted Frontier Book 4),Linda Nagata,"Nagata, Linda",,"=""193719745X""","=""9781937197452""",5,4.33,Mythic Island Press LLC,Kindle Edition,372,2024,,2024/03/20,2024/03/20,,,read,,,,1,0
104074119,Existence,David Brin,"Brin, David",,"=""""","=""""",0,3.77,,Kindle Edition,958,2023,2012,,2024/03/02,currently-reading,currently-reading (#61),currently-reading,,,,1,0
198131070,The Wrath of God: Hard Science Fiction (The Dark Cloud Book 4),Brandon Q. Morris,"Morris, Brandon Q.",,"=""""","=""""",0,4.14,Hard-SF.com,Kindle Edition,314,2023,,,2024/02/19,currently-reading,currently-reading (#60),currently-reading,,,,1,0
150764624,The Sword of God: Hard Science Fiction (The Dark Cloud Book 3),Brandon Q. Morris,"Morris, Brandon Q.",,"=""""","=""""",0,4.04,Hard-SF.com,Kindle Edition,344,2023,2023,,2024/02/03,currently-reading,currently-reading (#59),currently-reading,,,,1,0
140309347,The Bastion of God (God's Factory #2),Brandon Q. Morris,"Morris, Brandon Q.",Megan Bigelow,"=""""","=""""",0,4.12,Hard-SF.com,Kindle Edition,350,2023,2022,,2024/01/31,currently-reading,currently-reading (#58),currently-reading,,,,1,0
124930384,The Factory of God (The Dark Cloud #1),Brandon Q. Morris,"Morris, Brandon Q.",,"=""""","=""""",0,4.09,Hard-SF.com,Kindle Edition,328,2023,2022,,2024/01/25,currently-reading,currently-reading (#57),currently-reading,,,,1,0
78819202,Machine Vendetta (Prefect Dreyfus Emergency #3),Alastair Reynolds,"Reynolds, Alastair",,"=""""","=""""",5,4.35,Orbit,Kindle Edition,408,2024,2024,2024/01/25,2024/01/16,,,read,,,,1,0
62842748,Infinity Gate (Pandominion #1),M.R. Carey,"Carey, M.R.",,"=""0316504564""","=""""",5,4.17,Orbit,Kindle Edition,496,2023,2023,2024/01/15,2024/01/15,,,read,,,,1,0
203370713,Galaxy Undone (Forgotten Galaxy Book 4),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.57,,Kindle Edition,363,2023,,,2024/01/10,currently-reading,currently-reading (#56),currently-reading,,,,1,0
60631506,Under Fortunate Stars,Ren Hutchings,"Hutchings, Ren",,"=""1786185911""","=""9781786185914""",5,3.93,Rebellion Publishing Ltd,Kindle Edition,477,2022,2022,2024/01/09,2023/12/29,,,read,,,,1,0
11531151,Tech-Heaven (The Nanotech Succession),Linda Nagata,"Nagata, Linda",,"=""""","=""""",5,3.66,Mythic Island Press LLC,Kindle Edition,386,2010,1995,2023/12/26,2023/12/19,,,read,,,,1,0
11531154,Vast (The Nanotech Succession Book 3),Linda Nagata,"Nagata, Linda",,"=""""","=""""",5,3.97,Mythic Island Press LLC,Kindle Edition,452,2010,1998,2023/12/19,2023/12/08,,,read,,,,1,0
11531153,Deception Well (The Nanotech Succession Book 2),Linda Nagata,"Nagata, Linda",,"=""""","=""""",0,3.82,Mythic Island Press LLC,Kindle Edition,422,2010,1997,2023/12/08,2023/11/26,,,read,,,,1,0
11531146,"The Bohr Maker (The Nanotech Succession, #1)",Linda Nagata,"Nagata, Linda",,"=""0983110018""","=""9780983110019""",5,3.91,Mythic Island Press,Kindle Edition,328,2010,1995,2023/11/26,2023/11/24,,,read,,,,1,0
48495251,"Silver (Inverted Frontier, #2)",Linda Nagata,"Nagata, Linda",,"=""1937197298""","=""9781937197292""",5,4.21,Mythic Island Press LLC,Kindle Edition,478,2019,2019,2023/11/21,2023/11/16,,,read,,,,1,0
43483913,"Edges (Inverted Frontier, #1)",Linda Nagata,"Nagata, Linda",,"=""1937197271""","=""9781937197278""",5,4.03,Mythic Island Press LLC,Kindle Edition,406,2019,2019,2023/11/16,2023/11/05,,,read,,,,1,0
200425775,Galaxy Under Siege (Forgotten Galaxy Book 3),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.50,,Kindle Edition,322,2023,,2023/11/03,2023/11/01,,,read,,,,1,0
57253744,The First Omega,Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""0316669245""","=""9780316669245""",0,3.97,Orbit ,Kindle Edition,96,2021,2021,2023/10/31,2023/10/30,,,read,,,,1,0
49215795,"Chaos Vector (The Protectorate, #2)",Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""0316419648""","=""9780316419642""",0,4.20,Orbit,Kindle Edition,544,2020,2020,2023/10/22,2023/10/10,,,read,,,,1,0
68320219,The Sunlit Man,Brandon Sanderson,"Sanderson, Brandon","Ernanda Souza, Nabetse Zitro, And Kudriaken","=""1938570413""","=""9781938570414""",5,4.33,"Dragonsteel, LLC",Kindle Edition,447,2023,2023,2023/10/12,2023/10/12,,,read,,,,1,0
56047181,"Catalyst Gate (The Protectorate, #3)",Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""""","=""""",0,4.18,Orbit,Kindle Edition,544,2021,2021,,2023/10/10,currently-reading,currently-reading (#55),currently-reading,,,,1,0
41085049,"Velocity Weapon (The Protectorate, #1)",Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""""","=""""",0,3.87,Orbit,Kindle Edition,544,2019,2019,,2023/10/07,currently-reading,currently-reading (#54),currently-reading,,,,1,0
136361235,"The Fractured Dark (The Devoured Worlds, #2)",Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""031629134X""","=""9780316291347""",5,4.21,Orbit,Kindle Edition,658,2023,2023,2023/10/07,2023/09/30,,,read,,,,1,0
61436294,The Blighted Stars (The Devoured Worlds #1),Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""0316290807""","=""9780316290807""",5,4.12,Orbit,Kindle Edition,544,2023,2023,2023/09/30,2023/09/23,,,read,,,,1,0
68320227,Yumi and the Nightmare Painter,Brandon Sanderson,"Sanderson, Brandon",Aliya Chen,"=""1938570405""","=""""",5,4.48,Dragonsteel Entertainment,Kindle Edition,461,2023,2023,2023/09/22,2023/09/17,,,read,,,,1,0
198211832,Galaxy Unstable (Forgotten Galaxy Book 2),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.51,,Kindle Edition,326,2023,,2023/09/17,2023/09/15,,,read,,,,1,0
195805035,Warship Thalamos: From Far Beyond Complete Series: An Epic Space Opera / First Contact Adventure,Christian Kallias,"Kallias, Christian",,"=""""","=""""",0,4.30,,Kindle Edition,1288,2023,,2023/09/15,2023/08/17,,,read,,,,1,0
194027663,Galaxy Unknown (Forgotten Galaxy Book 1),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.20,,Kindle Edition,332,2023,,,2023/08/09,currently-reading,currently-reading (#53),currently-reading,,,,1,0
171640186,The Sheriff 5: A post-apocalyptic sci-fi western (Sheriff Duke),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.63,,Kindle Edition,406,2023,,2023/08/08,2023/07/27,,,read,,,,1,0
56619872,"The Sheriff 3 (Sheriff Duke, #3)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.53,,Kindle Edition,396,2021,,2023/07/27,2023/06/30,,,read,,,,1,0
132192547,War Bodies,Neal Asher,"Asher, Neal",,"=""1597806625""","=""9781597806626""",5,4.15,Night Shade Books,Kindle Edition,572,2023,2023,2023/07/17,2023/07/02,,,read,,,,1,0
6094305,Against A Dark Background,Iain M. Banks,"Banks, Iain M.",,"=""0316036374""","=""9780316036375""",5,4.11,Orbit,Paperback,613,2009,1993,,2014/12/05,,,read,,,,1,0
35907428,Runcible Tales,Neal Asher,"Asher, Neal",,"=""""","=""""",0,4.14,,Kindle Edition,118,2017,1999,,2023/06/03,currently-reading,currently-reading (#52),currently-reading,,,,1,0
3312929,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""0316005371""","=""9780316005371""",5,4.10,Orbit,Paperback,593,2009,2008,,2014/12/05,,,read,,,,1,0
68320199,The Frugal Wizard's Handbook for Surviving Medieval England,Brandon Sanderson,"Sanderson, Brandon",Steve Argyle,"=""1938570383""","=""""",5,3.77,Dragonsteel Entertainment,Kindle Edition,372,2023,2023,2023/04/15,2023/04/15,,,read,,,,1,0
68320207,Tress of the Emerald Sea,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""1938570340""","=""""",5,4.39,Dragonsteel Entertainment,Kindle Edition,486,2023,2023,2023/04/08,2023/04/06,,,read,,,,1,0
63363278,"The Disturbance 2: The Answer: Hard Science Fiction (The Disturbance, #2)",Brandon Q. Morris,"Morris, Brandon Q.",,"=""""","=""""",0,4.16,Hard-SF.com,Kindle Edition,367,2022,,2023/04/01,2023/03/30,,,read,,,,1,0
60908003,"The Disturbance (The Disturbance, #1)",Brandon Q. Morris,"Morris, Brandon Q.",,"=""""","=""""",0,3.90,Hard-SF.com,Kindle Edition,402,2022,2021,,2023/03/21,currently-reading,currently-reading (#51),currently-reading,,,,1,0
90588284,War Head (Starship for Sale #9),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.53,,Kindle Edition,311,2023,,2023/03/16,2023/03/16,,,read,,,,1,0
75412696,"My Hero (Starship for Sale, #8)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.46,,Kindle Edition,327,2022,,2023/03/14,2023/03/09,,,read,,,,1,0
63250051,"Kill Spree (Starship for Sale, #7)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.47,,Kindle Edition,334,2022,,2023/03/09,2023/03/04,,,read,,,,1,0
62803684,"Eight Ball (Starship for Sale, #6)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.51,,Kindle Edition,267,2022,,2023/03/07,2023/03/04,,,read,,,,1,0
61942329,"Blue Burn (Starship for Sale, #5)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.45,,Kindle Edition,281,2022,,2023/03/04,2023/03/03,,,read,,,,1,0
61394089,"Candy Bomb (Starship for Sale, #4)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.46,,Kindle Edition,322,2022,,2023/03/03,2023/02/23,,,read,,,,1,0
61103260,"Keep Away (Starship for Sale, #3)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.45,,Kindle Edition,298,2022,2022,2023/02/23,2023/02/13,,,read,,,,1,0
60670693,"Starship For Sale (Starship for Sale, #1)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",5,4.05,,Kindle Edition,332,2022,2022,2023/02/07,2023/02/02,,,read,,,,1,0
60808827,"Head Case (Starship for Sale, #2)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.36,,Kindle Edition,287,2022,2022,2023/02/01,2023/02/01,,,read,,,,1,0
63002196,Coffin Troopers (Forlorn Hope #3),Joe Kassabian,"Kassabian, Joe",,"=""""","=""""",0,3.91,Aethon Books,Kindle Edition,271,2022,2022,2023/01/31,2023/01/22,,,read,,,,1,0
63002197,Cold Steel (Forlorn Hope #2),Joe Kassabian,"Kassabian, Joe",,"=""""","=""""",5,4.29,Aethon Books,Kindle Edition,277,2022,2022,2023/01/28,2023/01/26,,,read,,,,1,0
62795334,Frontier Corps (Forlorn Hope #1),Joe Kassabian,"Kassabian, Joe",,"=""""","=""""",0,4.32,Aethon Books,Kindle Edition,291,2022,2022,2023/01/25,2023/01/22,,,read,,,,1,0
35501365,The Gone World,Tom Sweterlitsch,"Sweterlitsch, Tom",,"=""""","=""""",0,3.93,G.P. Putnam's Sons,Kindle Edition,399,2018,2018,2023/01/22,2023/01/18,,,read,,,,1,0
61268498,Apokalypsis (Architects of the Apocalypse #3),Jasper T. Scott,"Scott, Jasper T.",,"=""""","=""""",5,4.26,Anthem Press,Kindle Edition,370,2022,,2023/01/18,2023/01/14,,,read,,,,1,0
61268494,Worlds Collide (Architects of the Apocalypse #2),Jasper T. Scott,"Scott, Jasper T.",,"=""""","=""""",0,4.29,Anthem Press,Kindle Edition,488,2022,,2023/01/14,2023/01/11,,,read,,,,1,0
60552059,"Planet B (Architects of the Apocalypse, #1)",Jasper T. Scott,"Scott, Jasper T.","Christian Bentulan, Aaron Sikes","=""""","=""""",0,4.08,Anthem Press,Kindle Edition,489,2022,,2023/01/10,2023/01/04,,,read,,,,1,0
58039444,"The Omega Protocol (Cade Korbin Chronicles, #4)",Jasper T. Scott,"Scott, Jasper T.","Tom Edwards, Aaron Sikes","=""""","=""""",5,4.53,Anthem Press,Kindle Edition,388,2021,,2023/01/02,2023/01/01,,,read,,,,1,0
57465547,"Paragon (Cade Korbin Chronicles, #3)",Jasper T. Scott,"Scott, Jasper T.","Tom Edwards, Aaron Sikes","=""""","=""""",5,4.43,Anthem Press,Kindle Edition,318,2021,,2023/01/01,2022/12/29,,,read,,,,1,0
56569596,"Alien Artifacts (Cade Korbin Chronicles, #2)",Jasper T. Scott,"Scott, Jasper T.","Tom Edwards, Aaron Sikes","=""""","=""""",5,4.45,Anthem Press,Kindle Edition,463,2021,,2022/12/29,2022/12/24,,,read,,,,1,0
59788028,Acheron Redemption (Federation Chronicles #3),Ken Lozito,"Lozito, Ken",,"=""1945223499""","=""9781945223495""",0,4.52,Acoustical Books LLC,Kindle Edition,378,2021,,2022/12/24,2022/12/14,,,read,,,,1,0
56248590,Acheron Salvation (Federation Chronicles #2),Ken Lozito,"Lozito, Ken",,"=""1945223456""","=""9781945223457""",5,4.51,Acoustical Books LLC,Kindle Edition,328,2021,,2022/12/14,2022/12/11,,,read,,,,1,0
55155623,Acheron Inheritance (Federation Chronicles #1),Ken Lozito,"Lozito, Ken",,"=""1945223367""","=""9781945223365""",5,4.49,Acoustical Books LLC,Kindle Edition,378,2020,,2022/12/11,2022/12/06,,,read,,,,1,0
60498852,"Empire (Unification Trilogy, #3; Black Fleet Saga #9)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.62,,Kindle Edition,331,2022,2022,2022/12/01,2022/11/24,,,read,,,,1,0
31346199,"New Frontiers (Expansion Wars Trilogy, #1)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.28,,Kindle Edition,296,2016,2016,2016/09/28,2016/09/28,,,read,,,,1,0
57823477,"No Quarter (Unification War Trilogy, #2)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",0,4.55,Amazon Digital Services,Kindle Edition,352,2021,2021,2022/11/23,2022/11/13,,,read,,,,1,0
52084642,"Battleground (Unification War Trilogy, #1)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",0,4.43,Amazon Digital Services,Kindle Edition,344,2019,2019,2022/11/13,2022/10/15,,,read,,,,1,0
36362950,"Destroyer (Expansion Wars Trilogy, #3)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.44,,Kindle Edition,336,2017,2017,2022/11/02,2022/10/15,,,read,,,,1,0
34019328,"Iron & Blood (Expansion Wars Trilogy, #2)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.44,,Kindle Edition,362,2017,2017,2022/10/29,2022/10/23,,,read,,,,1,0
27188723,"Counterstrike (Black Fleet Trilogy, #3)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.17,,Kindle Edition,361,2015,2015,2022/10/14,2022/10/14,,,read,,,,1,0
61337633,Heavy Metal (Terran Scout Fleet #4),Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.62,,Kindle Edition,295,2022,2022,2022/09/28,2022/09/21,,,read,,,,1,0
58505352,Vapor Trails (Terran Scout Fleet #3),Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.59,,Kindle Edition,245,2021,2021,2022/09/21,2022/09/15,,,read,,,,1,0
52893805,Boneshaker (Terran Scout Fleet #2),Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,4.51,,Kindle Edition,285,2020,2020,2022/09/15,2022/09/05,,,read,,,,1,0
25559421,Deep Navigation,Alastair Reynolds,"Reynolds, Alastair",,"=""1596067403""","=""9781596067400""",0,4.10,Subterranean Press,Kindle Edition,367,2015,2010,,2022/08/29,currently-reading,currently-reading (#50),currently-reading,,,,1,0
51076945,Made to Order: Robots and Revolution,Jonathan Strahan,"Strahan, Jonathan","John Chu, Daryl Gregory, Rich  Larson, Ken Liu, Ian R. MacLeod, Annalee Newitz, Suzanne Palmer, Vina Jie-Min Prasad, Alastair Reynolds, Sofia Samatar, Peter Watts, Brooke Bolander, Peter F. Hamilton, Saad Z. Hossain, Tochi Onyebuchi, Sarah Pinsker","=""""","=""""",5,3.93,Solaris,Kindle Edition,280,2020,2020,2022/08/26,2022/08/07,,,read,,,,1,0
60097716,Eversion,Alastair Reynolds,"Reynolds, Alastair",,"=""0316462810""","=""9780316462815""",5,3.98,Orbit,Kindle Edition,353,2022,2022,2022/08/06,2022/08/02,,,read,,,,1,0
60584064,Weaponized,Neal Asher,"Asher, Neal",,"=""1597806617""","=""""",3,3.90,Night Shade Books,Kindle Edition,542,2022,2022,2022/07/30,2022/07/04,,,read,,,,1,0
39890355,Star Warrior (Star Warrior Quadrilogy #1),Isaac Hooke,"Hooke, Isaac",,"=""""","=""""",5,4.08,,Kindle Edition,694,2018,2017,2018/10/24,2018/08/24,,,read,,,,1,0
55437088,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""0316705829""","=""""",0,4.19,Orbit,Kindle Edition,549,2021,2021,2022/07/04,2022/06/22,,,read,,,,1,0
59610741,"Wayward Galaxy 4 (Wayward Galaxy, #4)",Jason Anspach,"Anspach, Jason",J.N. Chaney,"=""""","=""""",0,4.42,Variant Publications,Kindle Edition,421,2022,,2022/06/20,2022/05/26,,,read,,,,1,0
58590648,"Wayward Galaxy 3 (Wayward Galaxy, #3)",Jason Anspach,"Anspach, Jason",J.N. Chaney,"=""""","=""""",5,4.33,Variant Publications,Kindle Edition,441,2021,2021,2022/05/25,2022/05/10,,,read,,,,1,0
57677173,"Wayward Galaxy 2 (Wayward Galaxy, #2)",Jason Anspach,"Anspach, Jason",J.N. Chaney,"=""""","=""""",0,4.32,Variant Publications,Kindle Edition,348,2021,2021,2022/05/10,2022/04/30,,,read,,,,1,0
55259808,"Wayward Galaxy (Wayward Galaxy, #1)",Jason Anspach,"Anspach, Jason",J.N. Chaney,"=""""","=""""",0,4.24,Variant Publications,Kindle Edition,538,2020,2020,2022/04/30,2022/04/18,,,read,,,,1,0
60024987,Legends Rise (The Ibarra Crusade Book 5),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.72,Triplane Press,Kindle Edition,233,2022,,2022/04/17,2022/04/11,,,read,,,,1,0
59420696,Valdar's Legacy (The Ibarra Crusade #4),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.58,Triplane Press,Kindle Edition,258,2021,,2022/04/11,2022/04/01,,,read,,,,1,0
58532995,Soul Invictus (The Ibarra Crusade #3),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.58,Triplane Press,Kindle Edition,0,2021,,2022/03/31,2022/03/25,,,read,,,,1,0
57938361,Steel Sworn (The Ibarra Crusade #2),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.45,Triplane Press,Kindle Edition,378,2021,,2022/03/25,2022/03/21,,,read,,,,1,0
57112414,Ashes Fall (The Ibarra Crusade #1),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.40,Triplane Press,Kindle Edition,315,2021,,2022/03/21,2022/03/10,,,read,,,,1,0
56815367,Elder Race,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",5,4.11,Tordotcom ,Kindle Edition,204,2021,2021,2022/03/05,2022/03/02,,,read,,,,1,0
53715327,Light Chaser,Peter F. Hamilton,"Hamilton, Peter F.",Gareth L. Powell,"=""""","=""""",5,3.81,Tordotcom,Kindle Edition,178,2021,2021,2022/03/02,2022/02/24,,,read,,,,1,0
59734806,"Forever (Forgotten Space, #4)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.54,,Kindle Edition,314,2021,2021,2022/02/17,2022/02/16,,,read,,,,1,0
59412552,"Forbidden (Forgotten Space, #3)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.44,,Kindle Edition,289,2021,2021,2022/02/16,2022/02/12,,,read,,,,1,0
58897530,"Formation (Forgotten Space, #2)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.35,,Kindle Edition,246,2021,,2022/02/12,2022/02/10,,,read,,,,1,0
58642262,"Foresight (Forgotten Space, #1)",M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.23,,Kindle Edition,328,2021,,2022/02/10,2022/02/07,,,read,,,,1,0
55954564,"Inhibitor Phase (Revelation Space, #4)",Alastair Reynolds,"Reynolds, Alastair",,"=""0316462772""","=""""",5,4.11,Orbit,Kindle Edition,496,2021,2021,2022/02/06,2022/01/25,,,read,,,,1,0
58958877,Galaxias,Stephen Baxter,"Baxter, Stephen",,"=""1473228883""","=""9781473228887""",5,3.43,Gollancz,Kindle Edition,532,2021,2021,2022/01/13,2022/01/08,,,read,,,,1,0
33023065,The Xaros Reckoning (The Ember War Saga #9),Richard Fox,"Fox, Richard",,"=""""","=""""",0,4.45,Triplane Press,Kindle Edition,358,2016,,2022/01/07,2022/01/02,,,read,,,,1,0
